,userId,title,rating
112,1,Pirates of the Caribbean: The Curse of the Black Pearl (2003),4.0
113,1,Platoon (1986),4.0
114,1,Poltergeist (1982),3.5
115,1,Princess Mononoke (Mononoke-hime) (1997),3.5
116,1,Psycho (1960),4.0
117,1,Pulp Fiction (1994),4.0
118,1,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.5
119,1,Ran (1985),3.5
120,1,Reservoir Dogs (1992),3.5
121,1,"Ring, The (2002)",3.5
122,1,Ringu (Ring) (1998),3.5
123,1,Rob Roy (1995),4.0
124,1,Rosencrantz and Guildenstern Are Dead (1990),3.0
125,1,Rumble in the Bronx (Hont faan kui) (1995),3.5
126,1,Run Lola Run (Lola rennt) (1998),3.5
127,1,Scary Movie 3 (2003),3.0
128,1,Seven (a.k.a. Se7en) (1995),3.5
129,1,"Shawshank Redemption, The (1994)",4.0
130,1,"Shining, The (1980)",4.0
131,1,Shrek (2001),4.0
132,1,"Silence of the Lambs, The (1991)",3.5
133,1,"Sixth Sense, The (1999)",4.0
134,1,Slaughterhouse-Five (1972),3.5
135,1,Sleepy Hollow (1999),4.0
136,1,Sling Blade (1996),4.0
137,1,Small Soldiers (1998),3.5
138,1,Snatch (2000),4.0
139,1,Spider-Man 2 (2004),4.5
140,1,Splash (1984),4.0
141,1,Stand by Me (1986),4.0
142,1,Star Kid (1997),3.5
143,1,Star Trek II: The Wrath of Khan (1982),4.0
144,1,Star Wars: Episode I - The Phantom Menace (1999),4.0
145,1,Star Wars: Episode IV - A New Hope (1977),4.0
146,1,Star Wars: Episode V - The Empire Strikes Back (1980),4.5
147,1,"Sword and the Sorcerer, The (1982)",3.5
148,1,Teenage Mutant Ninja Turtles (1990),3.5
149,1,Terminator 2: Judgment Day (1991),3.5
150,1,"Terminator, The (1984)",4.0
151,1,"Thing, The (1982)",4.0
152,1,Time Bandits (1981),4.0
153,1,"Time Machine, The (2002)",4.0
154,1,Toys (1992),3.5
155,1,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),3.5
156,1,Underworld (2003),4.0
157,1,Unforgiven (1992),4.0
158,1,"Untouchables, The (1987)",3.5
159,1,"Usual Suspects, The (1995)",3.5
160,1,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),3.5
161,1,Van Helsing (2004),4.0
162,1,Videodrome (1983),4.0
163,1,Warriors of Virtue (1997),3.0
164,1,Watership Down (1978),4.0
165,1,What's Eating Gilbert Grape (1993),3.5
166,1,"Wicker Man, The (1973)",4.0
167,1,Wilder Napalm (1993),3.5
168,1,Willow (1988),4.0
169,1,"Witches of Eastwick, The (1987)",4.0
170,1,"Witches, The (1990)",3.5
171,1,"Wizard of Oz, The (1939)",3.5
172,1,X2: X-Men United (2003),4.0
173,1,Yojimbo (1961),3.0
174,1,Young Frankenstein (1974),4.0
175,2,2001: A Space Odyssey (1968),5.0
176,2,28 Days (2000),3.0
177,2,Abbott and Costello Meet Frankenstein (1948),5.0
178,2,Airplane! (1980),2.0
179,2,Alien (1979),5.0
180,2,American Beauty (1999),3.0
181,2,"Amityville Horror, The (1979)",5.0
182,2,Any Given Sunday (1999),4.0
183,2,Back to the Future (1985),5.0
184,2,Blade Runner (1982),5.0
185,2,Boogie Nights (1997),4.0
186,2,Braveheart (1995),4.0
187,2,"Creature from the Black Lagoon, The (1954)",5.0
188,2,Dark City (1998),5.0
189,2,Edward Scissorhands (1990),2.0
190,2,Fantasia 2000 (1999),3.0
191,2,Fantastic Voyage (1966),5.0
192,2,Farinelli: il castrato (1994),3.0
193,2,"Femme Nikita, La (Nikita) (1990)",5.0
194,2,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",4.0
195,2,"Fly, The (1958)",4.0
196,2,"Fly, The (1986)",4.0
197,2,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",3.0
198,2,Friday the 13th (1980),5.0
199,2,From Dusk Till Dawn (1996),5.0
200,2,From Russia with Love (1963),5.0
201,2,Glory Daze (1995),3.0
202,2,Grumpier Old Men (1995),4.0
203,2,Grumpy Old Men (1993),5.0
204,2,Halloween 5: The Revenge of Michael Myers (1989),2.0
205,2,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),2.0
206,2,Hellbound: Hellraiser II (1988),3.0
207,2,Hellraiser (1987),4.0
208,2,"House of the Spirits, The (1993)",3.0
209,2,Jurassic Park (1993),5.0
210,2,Legends of the Fall (1994),5.0
211,2,"Lost World: Jurassic Park, The (1997)",5.0
212,2,Men in Black (a.k.a. MIB) (1997),4.0
213,2,Mr. Holland's Opus (1995),5.0
214,2,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",2.0
215,2,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",2.0
216,2,"Nightmare on Elm Street 4: The Dream Master, A (1988)",2.0
217,2,"Nightmare on Elm Street 5: The Dream Child, A (1989)",2.0
218,2,North by Northwest (1959),4.0
219,2,"Patriot, The (2000)",4.0
220,2,Repo Man (1984),3.0
221,2,Return of the Fly (1959),4.0
222,2,"Road Warrior, The (Mad Max 2) (1981)",4.0
223,2,Rules of Engagement (2000),5.0
224,2,Runaway (1984),4.0
225,2,Stand by Me (1986),5.0
226,2,Star Trek: First Contact (1996),5.0
227,2,Star Wars: Episode IV - A New Hope (1977),5.0
228,2,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
229,2,Star Wars: Episode VI - Return of the Jedi (1983),5.0
230,2,Terminator 2: Judgment Day (1991),5.0
231,2,"Time Machine, The (1960)",5.0
232,2,U-571 (2000),4.0
233,2,Voyage to the Bottom of the Sea (1961),4.0
234,2,"War Zone, The (1999)",4.0
235,2,Where the Heart Is (2000),3.0
236,3,1984 (Nineteen Eighty-Four) (1984),5.0
237,3,2001: A Space Odyssey (1968),5.0
238,3,2010: The Year We Make Contact (1984),4.0
239,3,8MM (1999),4.0
240,3,"Abyss, The (1989)",3.0
241,3,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",4.0
242,3,Airplane! (1980),5.0
243,3,Alien (1979),5.0
244,3,Aliens (1986),4.0
245,3,Amadeus (1984),3.0
246,3,American History X (1998),4.0
247,3,"American Werewolf in London, An (1981)",5.0
248,3,Annie Hall (1977),5.0
249,3,Apocalypse Now (1979),5.0
250,3,April Fool's Day (1986),3.0
251,3,Arachnophobia (1990),3.0
252,3,Armageddon (1998),4.0
253,3,Army of Darkness (1993),4.0
254,3,Back to the Future (1985),5.0
255,3,Back to the Future Part II (1989),3.0
256,3,Back to the Future Part III (1990),3.0
257,3,Bambi (1942),4.0
258,3,Battle for the Planet of the Apes (1973),3.0
259,3,Beneath the Planet of the Apes (1970),4.0
260,3,Better Off Dead... (1985),5.0
261,3,Big (1988),4.0
262,3,Big Daddy (1999),4.0
263,3,"Birds, The (1963)",4.0
264,3,"Black Hole, The (1979)",4.0
265,3,Blade Runner (1982),5.0
266,3,"Blair Witch Project, The (1999)",5.0
267,3,Blue Velvet (1986),5.0
268,3,"Blues Brothers, The (1980)",5.0
269,3,Bonnie and Clyde (1967),5.0
270,3,Brazil (1985),4.0
271,3,Butch Cassidy and the Sundance Kid (1969),5.0
272,3,Carrie (1976),4.0
273,3,Clerks (1994),5.0
274,3,"Clockwork Orange, A (1971)",5.0
275,3,Cocoon (1985),4.0
276,3,Congo (1995),3.0
277,3,Conquest of the Planet of the Apes (1972),4.0
278,3,Contact (1997),4.0
279,3,Cool Hand Luke (1967),5.0
280,3,Cruel Intentions (1999),1.0
281,3,"Crying Game, The (1992)",4.0
282,3,"Dark Crystal, The (1982)",4.0
283,3,Dave (1993),3.0
284,3,Dead Ringers (1988),4.0
285,3,"Dead Zone, The (1983)",5.0
286,3,Deep Blue Sea (1999),4.0
287,3,Deep Impact (1998),4.0
288,3,Deep Rising (1998),4.0
289,3,Demolition Man (1993),3.0
290,3,Dr. No (1962),4.0
291,3,E.T. the Extra-Terrestrial (1982),5.0
292,3,EDtv (1999),3.0
293,3,Escape from New York (1981),5.0
294,3,Escape from the Planet of the Apes (1971),3.0
295,3,Evil Dead II (Dead by Dawn) (1987),5.0
296,3,Excalibur (1981),5.0
297,3,"Faculty, The (1998)",4.0
298,3,Ferris Bueller's Day Off (1986),5.0
299,3,"Fish Called Wanda, A (1988)",4.0
300,3,Fletch (1985),4.0
301,3,Flight of the Navigator (1986),5.0
302,3,"Fly, The (1986)",4.0
303,3,From Russia with Love (1963),4.0
304,3,"Fugitive, The (1993)",5.0
305,3,Full Metal Jacket (1987),5.0
306,3,Gattaca (1997),4.0
307,3,Glory (1989),5.0
308,3,"Godfather, The (1972)",5.0
309,3,"Godfather: Part II, The (1974)",5.0
310,3,"Gods Must Be Crazy, The (1980)",5.0
311,3,Godzilla (1998),4.0
312,3,Goldfinger (1964),4.0
313,3,Goodfellas (1990),5.0
314,3,"Graduate, The (1967)",5.0
315,3,"Grifters, The (1990)",3.0
316,3,Heavy Metal (1981),4.0
317,3,"Honey, I Blew Up the Kid (1992)",3.0
318,3,"Honey, I Shrunk the Kids (1989)",4.0
319,3,Independence Day (a.k.a. ID4) (1996),3.0
320,3,Instinct (1999),1.0
321,3,It Happened One Night (1934),3.0
322,3,It's a Wonderful Life (1946),5.0
323,3,Judge Dredd (1995),2.0
324,3,Jurassic Park (1993),5.0
325,3,Kids (1995),5.0
326,3,King Kong (1933),4.0
327,3,"Lawnmower Man, The (1992)",3.0
328,3,Logan's Run (1976),4.0
329,3,"Lost World: Jurassic Park, The (1997)",4.0
330,3,Lost in Space (1998),5.0
331,3,M*A*S*H (a.k.a. MASH) (1970),5.0
332,3,Malice (1993),5.0
333,3,"Matrix, The (1999)",5.0
334,3,Mimic (1997),4.0
335,3,Monkey Shines (1988),3.0
336,3,Monty Python's And Now for Something Completely Different (1971),5.0
337,3,Moonstruck (1987),4.0
338,3,My Science Project (1985),4.0
339,3,"Natural, The (1984)",4.0
340,3,Night of the Comet (1984),4.0
341,3,Night of the Living Dead (1968),3.0
342,3,"Nutty Professor, The (1996)",4.0
343,3,One Flew Over the Cuckoo's Nest (1975),4.0
344,3,"Out-of-Towners, The (1999)",3.0
345,3,Patton (1970),4.0
346,3,Phantasm (1979),3.0
347,3,Pi (1998),4.0
348,3,Planet of the Apes (1968),5.0
349,3,Powder (1995),3.0
350,3,Primary Colors (1998),3.0
351,3,"Princess Bride, The (1987)",5.0
352,3,Psycho (1960),4.0
353,3,"Puppet Masters, The (1994)",2.0
354,3,Radio Days (1987),4.0
355,3,Raging Bull (1980),3.0
356,3,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0
357,3,Rear Window (1954),5.0
358,3,Rebel Without a Cause (1955),4.0
359,3,Reservoir Dogs (1992),5.0
360,3,"Return of the Pink Panther, The (1975)",4.0
361,3,Return to Oz (1985),5.0
362,3,RoboCop (1987),5.0
363,3,RoboCop 2 (1990),2.0
364,3,"Rocky Horror Picture Show, The (1975)",3.0
365,3,Saving Private Ryan (1998),4.0
366,3,"Shawshank Redemption, The (1994)",5.0
367,3,"Shining, The (1980)",5.0
368,3,"Silence of the Lambs, The (1991)",5.0
369,3,Simon Birch (1998),4.0
370,3,"Simple Plan, A (1998)",5.0
371,3,Sleeper (1973),4.0
372,3,Sneakers (1992),3.0
373,3,Soylent Green (1973),5.0
374,3,Spaceballs (1987),5.0
375,3,Species (1995),3.0
376,3,Sphere (1998),3.0
377,3,Stand by Me (1986),5.0
378,3,Star Trek II: The Wrath of Khan (1982),5.0
379,3,Star Trek III: The Search for Spock (1984),5.0
380,3,Star Trek IV: The Voyage Home (1986),4.0
381,3,Star Trek V: The Final Frontier (1989),4.0
382,3,Star Trek VI: The Undiscovered Country (1991),3.0
383,3,Star Trek: First Contact (1996),5.0
384,3,Star Trek: Generations (1994),5.0
385,3,Star Wars: Episode I - The Phantom Menace (1999),5.0
386,3,Star Wars: Episode IV - A New Hope (1977),5.0
387,3,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
388,3,Star Wars: Episode VI - Return of the Jedi (1983),5.0
389,3,Stargate (1994),5.0
390,3,Starship Troopers (1997),5.0
391,3,Strictly Ballroom (1992),2.0
392,3,Superman (1978),4.0
393,3,Superman III (1983),3.0
394,3,Superman IV: The Quest for Peace (1987),1.0
395,3,Swamp Thing (1982),4.0
396,3,Swingers (1996),5.0
397,3,Terminator 2: Judgment Day (1991),4.0
398,3,"Terminator, The (1984)",5.0
399,3,"Thing, The (1982)",5.0
400,3,This Is Spinal Tap (1984),2.0
401,3,Time Bandits (1981),5.0
402,3,Titanic (1997),4.0
403,3,Total Recall (1990),4.0
404,3,Toy Story (1995),4.0
405,3,Trading Places (1983),5.0
406,3,Tron (1982),4.0
407,3,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.0
408,3,U2: Rattle and Hum (1988),4.0
409,3,Unforgiven (1992),5.0
410,3,Universal Soldier (1992),4.0
411,3,"Usual Suspects, The (1995)",5.0
412,3,Virus (1999),5.0
413,3,"Visitors, The (Visiteurs, Les) (1993)",3.0
414,3,"War of the Worlds, The (1953)",3.0
415,3,What's Eating Gilbert Grape (1993),3.0
416,3,When Harry Met Sally... (1989),4.0
417,3,Willy Wonka & the Chocolate Factory (1971),5.0
418,3,Witness (1985),4.0
419,3,"Wizard of Oz, The (1939)",4.0
420,3,"X-Files: Fight the Future, The (1998)",5.0
421,3,Yellow Submarine (1968),3.0
422,3,Young Frankenstein (1974),5.0
423,4,Ace Ventura: When Nature Calls (1995),3.0
424,4,Beverly Hills Cop III (1994),3.0
425,4,Carlito's Way (1993),4.0
426,4,"Client, The (1994)",4.0
427,4,Dave (1993),3.0
428,4,Die Hard: With a Vengeance (1995),3.0
429,4,"Firm, The (1993)",5.0
430,4,Forrest Gump (1994),4.0
431,4,GoldenEye (1995),4.0
432,4,Heat (1995),3.0
433,4,Home Alone (1990),4.0
434,4,Jurassic Park (1993),4.0
435,4,Made in America (1993),4.0
436,4,"Mask, The (1994)",3.0
437,4,Maverick (1994),4.0
438,4,Naked Gun 33 1/3: The Final Insult (1994),4.0
439,4,Pinocchio (1940),4.0
440,4,Robin Hood: Men in Tights (1993),4.0
441,4,RoboCop 3 (1993),3.0
442,4,"Rock, The (1996)",5.0
443,4,"Secret Garden, The (1993)",3.0
444,4,Snow White and the Seven Dwarfs (1937),4.0
445,4,Speed (1994),4.0
446,4,Star Trek: Generations (1994),3.0
447,4,Terminal Velocity (1994),3.0
448,4,Terminator 2: Judgment Day (1991),4.0
449,4,True Lies (1994),3.0
450,4,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1.0
451,5,Aladdin (1992),5.0
452,5,All Dogs Go to Heaven 2 (1996),3.0
453,5,"American President, The (1995)",5.0
454,5,Apollo 13 (1995),5.0
455,5,Beauty and the Beast (1991),5.0
456,5,"Birdcage, The (1996)",5.0
457,5,Braveheart (1995),4.0
458,5,"Client, The (1994)",4.0
459,5,Dances with Wolves (1990),5.0
460,5,Dave (1993),5.0
461,5,Die Hard (1988),5.0
462,5,Don Juan DeMarco (1995),2.0
463,5,E.T. the Extra-Terrestrial (1982),5.0
464,5,Ed Wood (1994),3.0
465,5,Fargo (1996),3.0
466,5,"Firm, The (1993)",5.0
467,5,"Fish Called Wanda, A (1988)",5.0
468,5,"Fugitive, The (1993)",5.0
469,5,Ghost (1990),4.0
470,5,Happy Gilmore (1996),2.0
471,5,In the Name of the Father (1993),4.0
472,5,Independence Day (a.k.a. ID4) (1996),5.0
473,5,"Indian in the Cupboard, The (1995)",3.0
474,5,Indiana Jones and the Last Crusade (1989),5.0
475,5,Jerry Maguire (1996),5.0
476,5,Jumanji (1995),3.0
477,5,Jurassic Park (1993),4.0
478,5,"Lion King, The (1994)",5.0
479,5,"Man Without a Face, The (1993)",4.0
480,5,Mary Poppins (1964),5.0
481,5,"Mask, The (1994)",3.0
482,5,Maverick (1994),5.0
483,5,Mission: Impossible (1996),3.0
484,5,Monty Python and the Holy Grail (1975),5.0
485,5,Monty Python's Life of Brian (1979),5.0
486,5,Mr. Holland's Opus (1995),5.0
487,5,Mrs. Doubtfire (1993),5.0
488,5,Mystery Science Theater 3000: The Movie (1996),5.0
489,5,Naked Gun 33 1/3: The Final Insult (1994),4.0
490,5,Nell (1994),4.0
491,5,"Nutty Professor, The (1996)",3.0
492,5,Philadelphia (1993),5.0
493,5,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0
494,5,Ransom (1996),5.0
495,5,"Remains of the Day, The (1993)",3.0
496,5,"River Wild, The (1994)",4.0
497,5,Searching for Bobby Fischer (1993),4.0
498,5,"Secret Garden, The (1993)",5.0
499,5,Sense and Sensibility (1995),3.0
500,5,"Shawshank Redemption, The (1994)",5.0
501,5,"Silence of the Lambs, The (1991)",3.0
502,5,Snow White and the Seven Dwarfs (1937),5.0
503,5,"Sound of Music, The (1965)",5.0
504,5,Speed (1994),5.0
505,5,Star Wars: Episode IV - A New Hope (1977),5.0
506,5,Star Wars: Episode V - The Empire Strikes Back (1980),5.0
507,5,Star Wars: Episode VI - Return of the Jedi (1983),5.0
508,5,Stargate (1994),4.0
509,5,Terminator 2: Judgment Day (1991),5.0
510,5,That Thing You Do! (1996),4.0
511,5,True Lies (1994),5.0
512,5,"Truth About Cats & Dogs, The (1996)",3.0
513,5,Twister (1996),5.0
514,5,Up Close and Personal (1996),2.0
515,5,Wallace & Gromit: The Best of Aardman Animation (1996),5.0
516,5,Willy Wonka & the Chocolate Factory (1971),2.0
517,6,"Birdcage, The (1996)",5.0
518,6,Down Periscope (1996),3.0
519,6,Dragonheart (1996),4.0
520,6,Executive Decision (1996),4.0
521,6,Grumpier Old Men (1995),3.0
522,6,Independence Day (a.k.a. ID4) (1996),3.0
523,6,Mighty Aphrodite (1995),5.0
524,6,Mission: Impossible (1996),5.0
525,6,Mr. Holland's Opus (1995),5.0
526,6,Multiplicity (1996),3.0
527,6,"Nutty Professor, The (1996)",4.0
528,6,Phenomenon (1996),3.0
529,6,Primal Fear (1996),4.0
530,6,"Rock, The (1996)",3.0
531,6,Sabrina (1995),5.0
532,6,Sense and Sensibility (1995),5.0
533,6,Spy Hard (1996),3.0
534,6,Star Wars: Episode IV - A New Hope (1977),4.0
535,6,Striptease (1996),3.0
536,6,Toy Story (1995),5.0
537,6,"Truth About Cats & Dogs, The (1996)",4.0
538,6,Twister (1996),2.0
539,6,Up Close and Personal (1996),4.0
540,6,Willy Wonka & the Chocolate Factory (1971),1.0
541,7,2001: A Space Odyssey (1968),3.0
542,7,2010: The Year We Make Contact (1984),3.0
543,7,A.I. Artificial Intelligence (2001),2.0
544,7,"Accidental Tourist, The (1988)",2.0
545,7,"Adventures of Rocky and Bullwinkle, The (2000)",2.0
546,7,"Affair to Remember, An (1957)",3.0
547,7,Ali (2001),3.0
548,7,Alien Nation (1988),3.0
549,7,America's Sweethearts (2001),2.0
550,7,American Beauty (1999),3.0
551,7,American Buffalo (1996),1.0
552,7,American Graffiti (1973),4.0
553,7,"American President, The (1995)",4.0
554,7,Angela's Ashes (1999),5.0
555,7,Annie Hall (1977),3.0
556,7,Armageddon (1998),4.0
557,7,Around the World in 80 Days (1956),3.0
558,7,Arthur (1981),4.0
559,7,Austin Powers: International Man of Mystery (1997),3.0
560,7,Austin Powers: The Spy Who Shagged Me (1999),3.0
561,7,Autumn in New York (2000),2.0
562,7,Babe: Pig in the City (1998),3.0
563,7,"Bachelor, The (1999)",2.0
564,7,Back to the Future (1985),4.0
565,7,Back to the Future Part II (1989),4.0
566,7,Back to the Future Part III (1990),4.0
567,7,Bambi (1942),4.0
568,7,Barbarella (1968),2.0
569,7,Battlefield Earth (2000),2.0
570,7,"Beautiful Mind, A (2001)",3.0
571,7,Benny & Joon (1993),3.0
572,7,Best in Show (2000),4.0
573,7,Bicentennial Man (1999),3.0
574,7,Big Daddy (1999),3.0
575,7,Blazing Saddles (1974),4.0
576,7,"Blue Lagoon, The (1980)",3.0
577,7,Blue Sky (1994),3.0
578,7,Boomerang (1992),2.0
579,7,Born Yesterday (1950),4.0
580,7,Bounce (2000),4.0
581,7,Bowfinger (1999),2.0
582,7,Boys Don't Cry (1999),4.0
583,7,"Bridges of Madison County, The (1995)",2.0
584,7,Broadcast News (1987),3.0
585,7,Bullets Over Broadway (1994),4.0
586,7,"Butcher's Wife, The (1991)",2.0
587,7,Cape Fear (1991),3.0
588,7,Casablanca (1942),5.0
589,7,Casino (1995),3.0
590,7,Catch-22 (1970),3.0
591,7,Charlie's Angels (2000),4.0
592,7,"Clockwork Orange, A (1971)",2.0
593,7,Cocoon (1985),4.0
594,7,Conspiracy Theory (1997),3.0
595,7,Cool Runnings (1993),3.0
596,7,"Corrina, Corrina (1994)",3.0
597,7,"Crimson Pirate, The (1952)",5.0
598,7,"Crying Game, The (1992)",3.0
599,7,Cutthroat Island (1995),2.0
600,7,Dances with Wolves (1990),4.0
601,7,Dave (1993),4.0
602,7,"Day the Earth Stood Still, The (1951)",4.0
603,7,Deep Blue Sea (1999),3.0
604,7,"Deep End of the Ocean, The (1999)",3.0
605,7,Dirty Work (1998),2.0
606,7,Doctor Zhivago (1965),3.0
607,7,Donnie Brasco (1997),3.0
608,7,Double Jeopardy (1999),4.0
609,7,Dr. Dolittle (1998),4.0
610,7,Dr. Dolittle 2 (2001),3.0
611,7,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),5.0
612,7,Duck Soup (1933),5.0
613,7,E.T. the Extra-Terrestrial (1982),4.0
614,7,Earthquake (1974),3.0
615,7,"English Patient, The (1996)",3.0
616,7,Erin Brockovich (2000),4.0
617,7,Ever After: A Cinderella Story (1998),3.0
618,7,Everybody's All-American (1988),3.0
619,7,"Fabulous Baker Boys, The (1989)",3.0
620,7,Face/Off (1997),3.0
621,7,"Family Man, The (2000)",3.0
622,7,Fight Club (1999),4.0
623,7,Finding Forrester (2000),4.0
624,7,First Blood (Rambo: First Blood) (1982),4.0
625,7,"Fisher King, The (1991)",3.0
626,7,Flashdance (1983),5.0
627,7,"Flintstones, The (1994)",3.0
628,7,For Love of the Game (1999),3.0
629,7,Forbidden Planet (1956),3.0
630,7,Forces of Nature (1999),3.0
631,7,Forrest Gump (1994),4.0
632,7,"Fortune Cookie, The (1966)",4.0
633,7,Four Weddings and a Funeral (1994),3.0
634,7,Frequency (2000),4.0
635,7,Fried Green Tomatoes (1991),4.0
636,7,Galaxy Quest (1999),2.0
637,7,Ghost (1990),5.0
